User_id,Date,itemDescription,year,month,day,day_of_week
4110,25/01/2014,brown bread,2014,1,25,5
2607,25/01/2014,misc. beverages,2014,1,25,5
3149,25/01/2014,napkins,2014,1,25,5
2355,26/01/2014,canned beer,2014,1,26,6
1672,26/01/2014,sausage,2014,1,26,6
2475,26/01/2014,citrus fruit,2014,1,26,6
4658,26/01/2014,canned beer,2014,1,26,6
1595,26/01/2014,other vegetables,2014,1,26,6
4721,26/01/2014,fruit/vegetable juice,2014,1,26,6
2178,26/01/2014,beef,2014,1,26,6
1161,26/01/2014,beef,2014,1,26,6
4453,26/01/2014,hamburger meat,2014,1,26,6
1645,26/01/2014,hygiene articles,2014,1,26,6
1404,26/01/2014,whole milk,2014,1,26,6
1032,26/01/2014,whipped/sour cream,2014,1,26,6
1917,26/01/2014,sausage,2014,1,26,6
1062,26/01/2014,whole milk,2014,1,26,6
2355,26/01/2014,whipped/sour cream,2014,1,26,6
1672,26/01/2014,white bread,2014,1,26,6
2475,26/01/2014,cleaner,2014,1,26,6
4658,26/01/2014,canned beer,2014,1,26,6
1595,26/01/2014,yogurt,2014,1,26,6
4721,26/01/2014,tropical fruit,2014,1,26,6
2178,26/01/2014,salt,2014,1,26,6
1161,26/01/2014,newspapers,2014,1,26,6
4453,26/01/2014,rolls/buns,2014,1,26,6
1645,26/01/2014,pastry,2014,1,26,6
1404,26/01/2014,cleaner,2014,1,26,6
1032,26/01/2014,newspapers,2014,1,26,6
1917,26/01/2014,curd cheese,2014,1,26,6
1062,26/01/2014,sauces,2014,1,26,6
1161,26/01/2014,bottled beer,2014,1,26,6
3552,27/01/2014,candy,2014,1,27,0
2515,27/01/2014,hamburger meat,2014,1,27,0
3486,27/01/2014,whole milk,2014,1,27,0
2725,27/01/2014,hamburger meat,2014,1,27,0
4435,27/01/2014,root vegetables,2014,1,27,0
4314,27/01/2014,margarine,2014,1,27,0
3717,27/01/2014,pip fruit,2014,1,27,0
4485,27/01/2014,dessert,2014,1,27,0
3899,27/01/2014,soda,2014,1,27,0
4561,27/01/2014,pastry,2014,1,27,0
4797,27/01/2014,whole milk,2014,1,27,0
4121,27/01/2014,whole milk,2014,1,27,0
4458,27/01/2014,pip fruit,2014,1,27,0
2941,27/01/2014,rolls/buns,2014,1,27,0
3465,27/01/2014,condensed milk,2014,1,27,0
1662,27/01/2014,rolls/buns,2014,1,27,0
3009,27/01/2014,yogurt,2014,1,27,0
4494,27/01/2014,root vegetables,2014,1,27,0
4279,27/01/2014,berries,2014,1,27,0
2389,27/01/2014,hamburger meat,2014,1,27,0
3284,27/01/2014,dishes,2014,1,27,0
3825,27/01/2014,cream cheese ,2014,1,27,0
3552,27/01/2014,frozen meals,2014,1,27,0
2515,27/01/2014,tropical fruit,2014,1,27,0
3486,27/01/2014,whipped/sour cream,2014,1,27,0
2725,27/01/2014,soda,2014,1,27,0
4435,27/01/2014,flour,2014,1,27,0
4314,27/01/2014,whole milk,2014,1,27,0
3717,27/01/2014,frozen meals,2014,1,27,0
4485,27/01/2014,pastry,2014,1,27,0
3899,27/01/2014,whole milk,2014,1,27,0
4561,27/01/2014,berries,2014,1,27,0
4797,27/01/2014,soft cheese,2014,1,27,0
4121,27/01/2014,bottled water,2014,1,27,0
4458,27/01/2014,spread cheese,2014,1,27,0
2941,27/01/2014,berries,2014,1,27,0
3465,27/01/2014,shopping bags,2014,1,27,0
1662,27/01/2014,sugar,2014,1,27,0
3009,27/01/2014,semi-finished bread,2014,1,27,0
4494,27/01/2014,liquor,2014,1,27,0
4279,27/01/2014,butter milk,2014,1,27,0
2389,27/01/2014,butter milk,2014,1,27,0
3284,27/01/2014,oil,2014,1,27,0
3825,27/01/2014,shopping bags,2014,1,27,0
3465,27/01/2014,long life bakery product,2014,1,27,0
1662,27/01/2014,fruit/vegetable juice,2014,1,27,0
3057,28/01/2014,chicken,2014,1,28,1
4947,28/01/2014,dishes,2014,1,28,1
2466,28/01/2014,beef,2014,1,28,1
4300,28/01/2014,hamburger meat,2014,1,28,1
3769,28/01/2014,root vegetables,2014,1,28,1
1159,28/01/2014,citrus fruit,2014,1,28,1
4963,28/01/2014,bottled beer,2014,1,28,1
1454,28/01/2014,brown bread,2014,1,28,1
3830,28/01/2014,curd,2014,1,28,1
4434,28/01/2014,chewing gum,2014,1,28,1
1344,28/01/2014,sliced cheese,2014,1,28,1
1817,28/01/2014,pastry,2014,1,28,1
3447,28/01/2014,soda,2014,1,28,1
2873,28/01/2014,soda,2014,1,28,1
2339,28/01/2014,bottled water,2014,1,28,1
1038,28/01/2014,margarine,2014,1,28,1
2065,28/01/2014,soda,2014,1,28,1
1493,28/01/2014,root vegetables,2014,1,28,1
4317,28/01/2014,canned beer,2014,1,28,1
2430,28/01/2014,pastry,2014,1,28,1
2336,28/01/2014,organic sausage,2014,1,28,1
2440,28/01/2014,brown bread,2014,1,28,1
4670,28/01/2014,mustard,2014,1,28,1
3057,28/01/2014,pastry,2014,1,28,1
4947,28/01/2014,dessert,2014,1,28,1
2466,28/01/2014,frozen meals,2014,1,28,1
4300,28/01/2014,soft cheese,2014,1,28,1
3769,28/01/2014,fruit/vegetable juice,2014,1,28,1
1159,28/01/2014,light bulbs,2014,1,28,1
4963,28/01/2014,canned fish,2014,1,28,1
1454,28/01/2014,rolls/buns,2014,1,28,1
3830,28/01/2014,cling film/bags,2014,1,28,1
4434,28/01/2014,coffee,2014,1,28,1
1344,28/01/2014,soda,2014,1,28,1
1817,28/01/2014,detergent,2014,1,28,1
3447,28/01/2014,white bread,2014,1,28,1
2873,28/01/2014,citrus fruit,2014,1,28,1
2339,28/01/2014,chocolate,2014,1,28,1
1038,28/01/2014,napkins,2014,1,28,1
2065,28/01/2014,other vegetables,2014,1,28,1
1493,28/01/2014,root vegetables,2014,1,28,1
4317,28/01/2014,ice cream,2014,1,28,1
2430,28/01/2014,margarine,2014,1,28,1
2336,28/01/2014,specialty chocolate,2014,1,28,1
2440,28/01/2014,domestic eggs,2014,1,28,1
4670,28/01/2014,whole milk,2014,1,28,1
2715,28/01/2014,newspapers,2014,1,28,1
2835,28/01/2014,domestic eggs,2014,1,28,1
4563,28/01/2014,frozen fish,2014,1,28,1
2430,28/01/2014,pastry,2014,1,28,1
2873,28/01/2014,rolls/buns,2014,1,28,1
3830,28/01/2014,candy,2014,1,28,1
4434,28/01/2014,napkins,2014,1,28,1
1344,28/01/2014,oil,2014,1,28,1
3830,28/01/2014,rolls/buns,2014,1,28,1
4434,28/01/2014,brown bread,2014,1,28,1
1344,28/01/2014,syrup,2014,1,28,1
1817,28/01/2014,dishes,2014,1,28,1
3447,28/01/2014,frozen vegetables,2014,1,28,1
3057,28/01/2014,soda,2014,1,28,1
2430,28/01/2014,pastry,2014,1,28,1
2715,28/01/2014,napkins,2014,1,28,1
2835,28/01/2014,bottled water,2014,1,28,1
4563,28/01/2014,baking powder,2014,1,28,1
2540,29/01/2014,finished products,2014,1,29,2
2302,29/01/2014,other vegetables,2014,1,29,2
3045,29/01/2014,dental care,2014,1,29,2
1527,29/01/2014,other vegetables,2014,1,29,2
4140,29/01/2014,brown bread,2014,1,29,2
1329,29/01/2014,canned beer,2014,1,29,2
4334,29/01/2014,bottled beer,2014,1,29,2
4564,29/01/2014,shopping bags,2014,1,29,2
1856,29/01/2014,newspapers,2014,1,29,2
2030,29/01/2014,soap,2014,1,29,2
1941,29/01/2014,whole milk,2014,1,29,2
4779,29/01/2014,root vegetables,2014,1,29,2
4349,29/01/2014,rolls/buns,2014,1,29,2
2540,29/01/2014,bottled water,2014,1,29,2
2302,29/01/2014,whole milk,2014,1,29,2
3045,29/01/2014,other vegetables,2014,1,29,2
1527,29/01/2014,domestic eggs,2014,1,29,2
4140,29/01/2014,waffles,2014,1,29,2
1329,29/01/2014,whipped/sour cream,2014,1,29,2
4334,29/01/2014,whole milk,2014,1,29,2
4564,29/01/2014,whipped/sour cream,2014,1,29,2
1856,29/01/2014,rolls/buns,2014,1,29,2
2030,29/01/2014,berries,2014,1,29,2
1941,29/01/2014,rolls/buns,2014,1,29,2
4779,29/01/2014,pip fruit,2014,1,29,2
4349,29/01/2014,hamburger meat,2014,1,29,2
1970,29/01/2014,citrus fruit,2014,1,29,2
2557,29/01/2014,bottled water,2014,1,29,2
1074,29/01/2014,detergent,2014,1,29,2
3045,29/01/2014,pet care,2014,1,29,2
2540,29/01/2014,cling film/bags,2014,1,29,2
1970,29/01/2014,whipped/sour cream,2014,1,29,2
2557,29/01/2014,rolls/buns,2014,1,29,2
1074,29/01/2014,candy,2014,1,29,2
1329,29/01/2014,misc. beverages,2014,1,29,2
3767,30/01/2014,meat,2014,1,30,3
2909,30/01/2014,butter,2014,1,30,3
1488,30/01/2014,meat,2014,1,30,3
4884,30/01/2014,other vegetables,2014,1,30,3
4242,30/01/2014,yogurt,2014,1,30,3
2132,30/01/2014,sugar,2014,1,30,3
4513,30/01/2014,dessert,2014,1,30,3
4434,30/01/2014,domestic eggs,2014,1,30,3
1424,30/01/2014,grapes,2014,1,30,3
1268,30/01/2014,other vegetables,2014,1,30,3
1566,30/01/2014,tropical fruit,2014,1,30,3
3815,30/01/2014,whole milk,2014,1,30,3
3115,30/01/2014,cream cheese ,2014,1,30,3
1522,30/01/2014,whole milk,2014,1,30,3
3309,30/01/2014,white bread,2014,1,30,3
2254,30/01/2014,light bulbs,2014,1,30,3
4073,30/01/2014,UHT-milk,2014,1,30,3
1391,30/01/2014,bottled beer,2014,1,30,3
4832,30/01/2014,soda,2014,1,30,3
2578,30/01/2014,frozen fish,2014,1,30,3
3964,30/01/2014,root vegetables,2014,1,30,3
3221,30/01/2014,salty snack,2014,1,30,3
3767,30/01/2014,pasta,2014,1,30,3
2909,30/01/2014,domestic eggs,2014,1,30,3
1488,30/01/2014,UHT-milk,2014,1,30,3
4884,30/01/2014,coffee,2014,1,30,3
4242,30/01/2014,brown bread,2014,1,30,3
2132,30/01/2014,candy,2014,1,30,3
4513,30/01/2014,soft cheese,2014,1,30,3
4434,30/01/2014,butter,2014,1,30,3
1424,30/01/2014,long life bakery product,2014,1,30,3
1268,30/01/2014,margarine,2014,1,30,3
1566,30/01/2014,waffles,2014,1,30,3
3815,30/01/2014,margarine,2014,1,30,3
3115,30/01/2014,other vegetables,2014,1,30,3
1522,30/01/2014,margarine,2014,1,30,3
3309,30/01/2014,domestic eggs,2014,1,30,3
2254,30/01/2014,frozen vegetables,2014,1,30,3
4073,30/01/2014,berries,2014,1,30,3
1391,30/01/2014,newspapers,2014,1,30,3
4832,30/01/2014,curd,2014,1,30,3
2578,30/01/2014,whole milk,2014,1,30,3
3964,30/01/2014,pastry,2014,1,30,3
3221,30/01/2014,chocolate,2014,1,30,3
1566,30/01/2014,bottled beer,2014,1,30,3
3815,30/01/2014,rolls/buns,2014,1,30,3
2758,30/01/2014,napkins,2014,1,30,3
2199,30/01/2014,coffee,2014,1,30,3
1146,30/01/2014,curd,2014,1,30,3
4372,30/01/2014,pastry,2014,1,30,3
1301,30/01/2014,whipped/sour cream,2014,1,30,3
2254,30/01/2014,mustard,2014,1,30,3
4513,30/01/2014,shopping bags,2014,1,30,3
1268,30/01/2014,brown bread,2014,1,30,3
2254,30/01/2014,napkins,2014,1,30,3
2758,30/01/2014,dishes,2014,1,30,3
2199,30/01/2014,rolls/buns,2014,1,30,3
1146,30/01/2014,soft cheese,2014,1,30,3
4372,30/01/2014,brown bread,2014,1,30,3
1301,30/01/2014,roll products ,2014,1,30,3
4434,30/01/2014,beverages,2014,1,30,3
2495,31/01/2014,rolls/buns,2014,1,31,4
2732,31/01/2014,grapes,2014,1,31,4
4744,31/01/2014,frankfurter,2014,1,31,4
3268,31/01/2014,hamburger meat,2014,1,31,4
4924,31/01/2014,sausage,2014,1,31,4
3713,31/01/2014,finished products,2014,1,31,4
4400,31/01/2014,pet care,2014,1,31,4
3583,31/01/2014,other vegetables,2014,1,31,4
3456,31/01/2014,canned fish,2014,1,31,4
2761,31/01/2014,other vegetables,2014,1,31,4
1148,31/01/2014,root vegetables,2014,1,31,4
2303,31/01/2014,decalcifier,2014,1,31,4
4077,31/01/2014,coffee,2014,1,31,4
3131,31/01/2014,long life bakery product,2014,1,31,4
4715,31/01/2014,sausage,2014,1,31,4
1860,31/01/2014,sausage,2014,1,31,4
1367,31/01/2014,whole milk,2014,1,31,4
3015,31/01/2014,ham,2014,1,31,4
2164,31/01/2014,pip fruit,2014,1,31,4
3769,31/01/2014,rolls/buns,2014,1,31,4
1297,31/01/2014,yogurt,2014,1,31,4
3184,31/01/2014,packaged fruit/vegetables,2014,1,31,4
1905,31/01/2014,seasonal products,2014,1,31,4
4443,31/01/2014,other vegetables,2014,1,31,4
2495,31/01/2014,citrus fruit,2014,1,31,4
2732,31/01/2014,berries,2014,1,31,4
4744,31/01/2014,other vegetables,2014,1,31,4
3268,31/01/2014,dish cleaner,2014,1,31,4
4924,31/01/2014,salty snack,2014,1,31,4
3713,31/01/2014,berries,2014,1,31,4
4400,31/01/2014,butter milk,2014,1,31,4
3583,31/01/2014,ice cream,2014,1,31,4
3456,31/01/2014,yogurt,2014,1,31,4
2761,31/01/2014,shopping bags,2014,1,31,4
1148,31/01/2014,soda,2014,1,31,4
2303,31/01/2014,grapes,2014,1,31,4
4077,31/01/2014,whole milk,2014,1,31,4
3131,31/01/2014,yogurt,2014,1,31,4
4715,31/01/2014,softener,2014,1,31,4
1860,31/01/2014,rolls/buns,2014,1,31,4
1367,31/01/2014,bottled beer,2014,1,31,4
3015,31/01/2014,bottled water,2014,1,31,4
2164,31/01/2014,curd cheese,2014,1,31,4
3769,31/01/2014,yogurt,2014,1,31,4
1297,31/01/2014,red/blush wine,2014,1,31,4
3184,31/01/2014,semi-finished bread,2014,1,31,4
1905,31/01/2014,soups,2014,1,31,4
4443,31/01/2014,whole milk,2014,1,31,4
3015,31/01/2014,margarine,2014,1,31,4
1554,31/01/2014,hygiene articles,2014,1,31,4
4616,31/01/2014,pastry,2014,1,31,4
3474,31/01/2014,fruit/vegetable juice,2014,1,31,4
4375,31/01/2014,butter,2014,1,31,4
3769,31/01/2014,domestic eggs,2014,1,31,4
2761,31/01/2014,frozen vegetables,2014,1,31,4
2761,31/01/2014,shopping bags,2014,1,31,4
1148,31/01/2014,long life bakery product,2014,1,31,4
2495,31/01/2014,snack products,2014,1,31,4
2732,31/01/2014,brown bread,2014,1,31,4
3769,31/01/2014,white bread,2014,1,31,4
1554,31/01/2014,vinegar,2014,1,31,4
4616,31/01/2014,Instant food products,2014,1,31,4
3474,31/01/2014,long life bakery product,2014,1,31,4
4375,31/01/2014,waffles,2014,1,31,4
2755,1/02/2014,beef,2014,2,1,5
4255,1/02/2014,frankfurter,2014,2,1,5
1175,1/02/2014,hamburger meat,2014,2,1,5
4247,1/02/2014,soda,2014,2,1,5
4548,1/02/2014,UHT-milk,2014,2,1,5
1809,1/02/2014,root vegetables,2014,2,1,5
3758,1/02/2014,rolls/buns,2014,2,1,5
3107,1/02/2014,rolls/buns,2014,2,1,5
4887,1/02/2014,long life bakery product,2014,2,1,5
4140,1/02/2014,curd,2014,2,1,5
4527,1/02/2014,brown bread,2014,2,1,5
1878,1/02/2014,root vegetables,2014,2,1,5
3120,1/02/2014,beef,2014,2,1,5
3243,1/02/2014,whole milk,2014,2,1,5
2717,1/02/2014,fruit/vegetable juice,2014,2,1,5
3663,1/02/2014,rolls/buns,2014,2,1,5
4316,1/02/2014,tropical fruit,2014,2,1,5
3805,1/02/2014,semi-finished bread,2014,2,1,5
2690,1/02/2014,rolls/buns,2014,2,1,5
3220,1/02/2014,canned beer,2014,2,1,5
2755,1/02/2014,fruit/vegetable juice,2014,2,1,5
4255,1/02/2014,margarine,2014,2,1,5
1175,1/02/2014,other vegetables,2014,2,1,5
4247,1/02/2014,butter,2014,2,1,5
4548,1/02/2014,other vegetables,2014,2,1,5
1809,1/02/2014,hard cheese,2014,2,1,5
3758,1/02/2014,domestic eggs,2014,2,1,5
3107,1/02/2014,whole milk,2014,2,1,5
4887,1/02/2014,soap,2014,2,1,5
4140,1/02/2014,newspapers,2014,2,1,5
4527,1/02/2014,curd,2014,2,1,5
1878,1/02/2014,dessert,2014,2,1,5
3120,1/02/2014,whole milk,2014,2,1,5
3243,1/02/2014,pot plants,2014,2,1,5
2717,1/02/2014,fruit/vegetable juice,2014,2,1,5
3663,1/02/2014,frozen vegetables,2014,2,1,5
4316,1/02/2014,candy,2014,2,1,5
3805,1/02/2014,white bread,2014,2,1,5
2690,1/02/2014,grapes,2014,2,1,5
3220,1/02/2014,salty snack,2014,2,1,5
4746,1/02/2014,margarine,2014,2,1,5
1965,1/02/2014,chewing gum,2014,2,1,5
3156,1/02/2014,whipped/sour cream,2014,2,1,5
2475,1/02/2014,roll products ,2014,2,1,5
2202,1/02/2014,coffee,2014,2,1,5
1809,1/02/2014,waffles,2014,2,1,5
3758,1/02/2014,rolls/buns,2014,2,1,5
2755,1/02/2014,whole milk,2014,2,1,5
3663,1/02/2014,roll products ,2014,2,1,5
4746,1/02/2014,newspapers,2014,2,1,5
1965,1/02/2014,yogurt,2014,2,1,5
3156,1/02/2014,soda,2014,2,1,5
2475,1/02/2014,dishes,2014,2,1,5
2202,1/02/2014,sauces,2014,2,1,5
3120,1/02/2014,newspapers,2014,2,1,5
2435,2/02/2014,sausage,2014,2,2,6
1996,2/02/2014,domestic eggs,2014,2,2,6
3921,2/02/2014,hard cheese,2014,2,2,6
1791,2/02/2014,tropical fruit,2014,2,2,6
1113,2/02/2014,curd,2014,2,2,6
4635,2/02/2014,baking powder,2014,2,2,6
4679,2/02/2014,beef,2014,2,2,6
3289,2/02/2014,hard cheese,2014,2,2,6
1923,2/02/2014,meat,2014,2,2,6
4947,2/02/2014,white wine,2014,2,2,6
4291,2/02/2014,whole milk,2014,2,2,6
4133,2/02/2014,canned beer,2014,2,2,6
1139,2/02/2014,rolls/buns,2014,2,2,6
2036,2/02/2014,whole milk,2014,2,2,6
3194,2/02/2014,tropical fruit,2014,2,2,6
1939,2/02/2014,rolls/buns,2014,2,2,6
2435,2/02/2014,dessert,2014,2,2,6
1996,2/02/2014,whipped/sour cream,2014,2,2,6
3921,2/02/2014,coffee,2014,2,2,6
1791,2/02/2014,bottled beer,2014,2,2,6
1113,2/02/2014,canned beer,2014,2,2,6
4635,2/02/2014,root vegetables,2014,2,2,6
4679,2/02/2014,shopping bags,2014,2,2,6
3289,2/02/2014,sugar,2014,2,2,6
1923,2/02/2014,pip fruit,2014,2,2,6
4947,2/02/2014,frozen potato products,2014,2,2,6
4291,2/02/2014,cream cheese ,2014,2,2,6
4133,2/02/2014,yogurt,2014,2,2,6
1139,2/02/2014,brown bread,2014,2,2,6
2036,2/02/2014,soda,2014,2,2,6
3194,2/02/2014,frozen vegetables,2014,2,2,6
1939,2/02/2014,whipped/sour cream,2014,2,2,6
1180,2/02/2014,frozen potato products,2014,2,2,6
2215,2/02/2014,curd,2014,2,2,6
2505,2/02/2014,fruit/vegetable juice,2014,2,2,6
4406,2/02/2014,other vegetables,2014,2,2,6
1139,2/02/2014,canned beer,2014,2,2,6
1791,2/02/2014,cake bar,2014,2,2,6
1791,2/02/2014,yogurt,2014,2,2,6
4133,2/02/2014,soda,2014,2,2,6
1180,2/02/2014,whole milk,2014,2,2,6
2215,2/02/2014,napkins,2014,2,2,6
2505,2/02/2014,frozen vegetables,2014,2,2,6
4406,2/02/2014,newspapers,2014,2,2,6
4690,3/02/2014,chicken,2014,2,3,0
1033,3/02/2014,frankfurter,2014,2,3,0
4359,3/02/2014,butter milk,2014,2,3,0
2906,3/02/2014,whole milk,2014,2,3,0
4656,3/02/2014,hamburger meat,2014,2,3,0
4045,3/02/2014,beef,2014,2,3,0
1549,3/02/2014,domestic eggs,2014,2,3,0
4132,3/02/2014,yogurt,2014,2,3,0
4796,3/02/2014,rolls/buns,2014,2,3,0
1118,3/02/2014,bottled beer,2014,2,3,0
4683,3/02/2014,cling film/bags,2014,2,3,0
4826,3/02/2014,whole milk,2014,2,3,0
2254,3/02/2014,whipped/sour cream,2014,2,3,0
2334,3/02/2014,root vegetables,2014,2,3,0
1661,3/02/2014,root vegetables,2014,2,3,0
4297,3/02/2014,whole milk,2014,2,3,0
2094,3/02/2014,whole milk,2014,2,3,0
3254,3/02/2014,whole milk,2014,2,3,0
2139,3/02/2014,other vegetables,2014,2,3,0
3787,3/02/2014,pip fruit,2014,2,3,0
3442,3/02/2014,rolls/buns,2014,2,3,0
4690,3/02/2014,butter,2014,2,3,0
1033,3/02/2014,pastry,2014,2,3,0
4359,3/02/2014,rolls/buns,2014,2,3,0
2906,3/02/2014,butter,2014,2,3,0
4656,3/02/2014,other vegetables,2014,2,3,0
4045,3/02/2014,pip fruit,2014,2,3,0
1549,3/02/2014,coffee,2014,2,3,0
4132,3/02/2014,shopping bags,2014,2,3,0
4796,3/02/2014,curd cheese,2014,2,3,0
1118,3/02/2014,frozen vegetables,2014,2,3,0
4683,3/02/2014,domestic eggs,2014,2,3,0
4826,3/02/2014,curd,2014,2,3,0
2254,3/02/2014,newspapers,2014,2,3,0
2334,3/02/2014,coffee,2014,2,3,0
1661,3/02/2014,salty snack,2014,2,3,0
4297,3/02/2014,fruit/vegetable juice,2014,2,3,0
2094,3/02/2014,whole milk,2014,2,3,0
3254,3/02/2014,other vegetables,2014,2,3,0
2139,3/02/2014,butter milk,2014,2,3,0
3787,3/02/2014,pasta,2014,2,3,0
3442,3/02/2014,brandy,2014,2,3,0
1661,3/02/2014,whipped/sour cream,2014,2,3,0
4751,3/02/2014,butter,2014,2,3,0
3807,3/02/2014,cat food,2014,2,3,0
4504,3/02/2014,seasonal products,2014,2,3,0
4582,3/02/2014,specialty chocolate,2014,2,3,0
1605,3/02/2014,soda,2014,2,3,0
4297,3/02/2014,shopping bags,2014,2,3,0
4656,3/02/2014,frozen dessert,2014,2,3,0
4656,3/02/2014,oil,2014,2,3,0
4045,3/02/2014,rolls/buns,2014,2,3,0
2334,3/02/2014,soda,2014,2,3,0
4297,3/02/2014,shopping bags,2014,2,3,0
4751,3/02/2014,candy,2014,2,3,0
3807,3/02/2014,fruit/vegetable juice,2014,2,3,0
4504,3/02/2014,soups,2014,2,3,0
4582,3/02/2014,other vegetables,2014,2,3,0
1605,3/02/2014,fruit/vegetable juice,2014,2,3,0
1118,3/02/2014,sliced cheese,2014,2,3,0
4683,3/02/2014,domestic eggs,2014,2,3,0
1549,3/02/2014,pastry,2014,2,3,0
4132,3/02/2014,bottled water,2014,2,3,0
4796,3/02/2014,Instant food products,2014,2,3,0
3556,4/02/2014,pork,2014,2,4,1
4312,4/02/2014,whole milk,2014,2,4,1
2058,4/02/2014,rolls/buns,2014,2,4,1
3641,4/02/2014,white bread,2014,2,4,1
3011,4/02/2014,other vegetables,2014,2,4,1
3414,4/02/2014,bottled water,2014,2,4,1
3786,4/02/2014,berries,2014,2,4,1
1546,4/02/2014,white bread,2014,2,4,1
2049,4/02/2014,other vegetables,2014,2,4,1
2709,4/02/2014,whole milk,2014,2,4,1
3129,4/02/2014,sweet spreads,2014,2,4,1
1376,4/02/2014,dessert,2014,2,4,1
2204,4/02/2014,other vegetables,2014,2,4,1
3896,4/02/2014,pip fruit,2014,2,4,1
2045,4/02/2014,tropical fruit,2014,2,4,1
2584,4/02/2014,whole milk,2014,2,4,1
2125,4/02/2014,yogurt,2014,2,4,1
1777,4/02/2014,margarine,2014,2,4,1
4747,4/02/2014,pip fruit,2014,2,4,1
2748,4/02/2014,misc. beverages,2014,2,4,1
3249,4/02/2014,dessert,2014,2,4,1
3476,4/02/2014,ice cream,2014,2,4,1
3556,4/02/2014,margarine,2014,2,4,1
4312,4/02/2014,cocoa drinks,2014,2,4,1
2058,4/02/2014,other vegetables,2014,2,4,1
3641,4/02/2014,bottled water,2014,2,4,1
3011,4/02/2014,rolls/buns,2014,2,4,1
3414,4/02/2014,cream cheese ,2014,2,4,1
3786,4/02/2014,pastry,2014,2,4,1
1546,4/02/2014,canned fish,2014,2,4,1
2049,4/02/2014,other vegetables,2014,2,4,1
2709,4/02/2014,bottled water,2014,2,4,1
3129,4/02/2014,coffee,2014,2,4,1
1376,4/02/2014,pot plants,2014,2,4,1
2204,4/02/2014,bottled beer,2014,2,4,1
3896,4/02/2014,spread cheese,2014,2,4,1
2045,4/02/2014,other vegetables,2014,2,4,1
2584,4/02/2014,curd,2014,2,4,1
2125,4/02/2014,chewing gum,2014,2,4,1
1777,4/02/2014,sugar,2014,2,4,1
4747,4/02/2014,soft cheese,2014,2,4,1
2748,4/02/2014,processed cheese,2014,2,4,1
3249,4/02/2014,beverages,2014,2,4,1
3476,4/02/2014,pastry,2014,2,4,1
3896,4/02/2014,misc. beverages,2014,2,4,1
2045,4/02/2014,soft cheese,2014,2,4,1
2868,4/02/2014,soda,2014,2,4,1
4474,4/02/2014,butter milk,2014,2,4,1
4129,4/02/2014,waffles,2014,2,4,1
1999,4/02/2014,brown bread,2014,2,4,1
1561,4/02/2014,white bread,2014,2,4,1
1706,4/02/2014,yogurt,2014,2,4,1
2125,4/02/2014,soda,2014,2,4,1
3011,4/02/2014,frozen meals,2014,2,4,1
2584,4/02/2014,bottled beer,2014,2,4,1
2125,4/02/2014,oil,2014,2,4,1
2868,4/02/2014,salty snack,2014,2,4,1
4474,4/02/2014,fruit/vegetable juice,2014,2,4,1
4129,4/02/2014,napkins,2014,2,4,1
1999,4/02/2014,white wine,2014,2,4,1
1561,4/02/2014,white bread,2014,2,4,1
1706,4/02/2014,soda,2014,2,4,1
2049,4/02/2014,whole milk,2014,2,4,1
3426,5/02/2014,pork,2014,2,5,2
1586,5/02/2014,pip fruit,2014,2,5,2
2608,5/02/2014,tropical fruit,2014,2,5,2
1959,5/02/2014,root vegetables,2014,2,5,2
1805,5/02/2014,tropical fruit,2014,2,5,2
4468,5/02/2014,bottled water,2014,2,5,2
1445,5/02/2014,other vegetables,2014,2,5,2
1492,5/02/2014,whole milk,2014,2,5,2
3411,5/02/2014,other vegetables,2014,2,5,2
2313,5/02/2014,other vegetables,2014,2,5,2
3030,5/02/2014,citrus fruit,2014,2,5,2
4807,5/02/2014,pickled vegetables,2014,2,5,2
1136,5/02/2014,citrus fruit,2014,2,5,2
2028,5/02/2014,dessert,2014,2,5,2
3727,5/02/2014,rolls/buns,2014,2,5,2
1165,5/02/2014,frozen vegetables,2014,2,5,2
3321,5/02/2014,butter,2014,2,5,2
1246,5/02/2014,yogurt,2014,2,5,2
3629,5/02/2014,grapes,2014,2,5,2
3344,5/02/2014,tropical fruit,2014,2,5,2
4376,5/02/2014,butter,2014,2,5,2
1169,5/02/2014,soda,2014,2,5,2
3426,5/02/2014,pip fruit,2014,2,5,2
1586,5/02/2014,rolls/buns,2014,2,5,2
2608,5/02/2014,cream cheese ,2014,2,5,2
1959,5/02/2014,softener,2014,2,5,2
1805,5/02/2014,citrus fruit,2014,2,5,2
4468,5/02/2014,soft cheese,2014,2,5,2
1445,5/02/2014,chocolate,2014,2,5,2
1492,5/02/2014,rolls/buns,2014,2,5,2
3411,5/02/2014,dessert,2014,2,5,2
2313,5/02/2014,dishes,2014,2,5,2
3030,5/02/2014,pastry,2014,2,5,2
4807,5/02/2014,cream cheese ,2014,2,5,2
1136,5/02/2014,flower (seeds),2014,2,5,2
2028,5/02/2014,flower (seeds),2014,2,5,2
3727,5/02/2014,cat food,2014,2,5,2
1165,5/02/2014,whole milk,2014,2,5,2
3321,5/02/2014,sliced cheese,2014,2,5,2
1246,5/02/2014,canned beer,2014,2,5,2
3629,5/02/2014,other vegetables,2014,2,5,2
3344,5/02/2014,cling film/bags,2014,2,5,2
4376,5/02/2014,rolls/buns,2014,2,5,2
1169,5/02/2014,margarine,2014,2,5,2
