support,itemsets,length,itemsets_str
0.002511661284535343,"frozenset({'pastry', 'other vegetables'})",2,"pastry, other vegetables"
0.002272455447912929,"frozenset({'pastry', 'rolls/buns'})",2,"pastry, rolls/buns"
0.002511661284535343,"frozenset({'pastry', 'bottled water'})",2,"pastry, bottled water"
0.002392058366224136,"frozenset({'pastry', 'root vegetables'})",2,"pastry, root vegetables"
0.001196029183112068,"frozenset({'pastry', 'shopping bags'})",2,"pastry, shopping bags"
0.0038272933859586173,"frozenset({'whole milk', 'pastry'})",2,"whole milk, pastry"
0.001196029183112068,"frozenset({'pastry', 'canned beer'})",2,"pastry, canned beer"
0.0032292787944025836,"frozenset({'whole milk', 'canned beer'})",2,"whole milk, canned beer"
0.001076426264800861,"frozenset({'shopping bags', 'canned beer'})",2,"shopping bags, canned beer"
0.001076426264800861,"frozenset({'newspapers', 'canned beer'})",2,"newspapers, canned beer"
0.001076426264800861,"frozenset({'root vegetables', 'canned beer'})",2,"root vegetables, canned beer"
0.0020332496112905156,"frozenset({'canned beer', 'soda'})",2,"canned beer, soda"
0.001076426264800861,"frozenset({'tropical fruit', 'canned beer'})",2,"tropical fruit, canned beer"
0.002511661284535343,"frozenset({'canned beer', 'yogurt'})",2,"canned beer, yogurt"
0.001794043774668102,"frozenset({'brown bread', 'canned beer'})",2,"brown bread, canned beer"
0.001794043774668102,"frozenset({'rolls/buns', 'canned beer'})",2,"rolls/buns, canned beer"
0.002511661284535343,"frozenset({'canned beer', 'other vegetables'})",2,"canned beer, other vegetables"
0.001196029183112068,"frozenset({'canned beer', 'fruit/vegetable juice'})",2,"canned beer, fruit/vegetable juice"
0.001076426264800861,"frozenset({'bottled beer', 'canned beer'})",2,"bottled beer, canned beer"
0.001076426264800861,"frozenset({'domestic eggs', 'candy'})",2,"domestic eggs, candy"
0.0014352350197344816,"frozenset({'candy', 'rolls/buns'})",2,"candy, rolls/buns"
0.001196029183112068,"frozenset({'candy', 'soda'})",2,"candy, soda"
0.002152852529601722,"frozenset({'whole milk', 'candy'})",2,"whole milk, candy"
0.001076426264800861,"frozenset({'dessert', 'soda'})",2,"dessert, soda"
0.001794043774668102,"frozenset({'whole milk', 'dessert'})",2,"whole milk, dessert"
0.0013156321014232747,"frozenset({'rolls/buns', 'dessert'})",2,"rolls/buns, dessert"
0.0015548379380456883,"frozenset({'other vegetables', 'dessert'})",2,"other vegetables, dessert"
0.001196029183112068,"frozenset({'root vegetables', 'dessert'})",2,"root vegetables, dessert"
0.001076426264800861,"frozenset({'bottled water', 'dessert'})",2,"bottled water, dessert"
0.0015548379380456883,"frozenset({'whole milk', 'ice cream'})",2,"whole milk, ice cream"
0.008252601363473269,"frozenset({'whole milk', 'rolls/buns'})",2,"whole milk, rolls/buns"
0.006936969262049994,"frozenset({'rolls/buns', 'other vegetables'})",2,"rolls/buns, other vegetables"
0.001076426264800861,"frozenset({'butter milk', 'soda'})",2,"butter milk, soda"
0.001076426264800861,"frozenset({'oil', 'rolls/buns'})",2,"oil, rolls/buns"
0.0013156321014232747,"frozenset({'oil', 'soda'})",2,"oil, soda"
0.001196029183112068,"frozenset({'oil', 'other vegetables'})",2,"oil, other vegetables"
0.0014352350197344816,"frozenset({'whole milk', 'oil'})",2,"whole milk, oil"
0.0013156321014232747,"frozenset({'frozen meals', 'whole milk'})",2,"frozen meals, whole milk"
0.0013156321014232747,"frozenset({'frozen meals', 'other vegetables'})",2,"frozen meals, other vegetables"
0.001076426264800861,"frozenset({'whole milk', 'pickled vegetables'})",2,"whole milk, pickled vegetables"
0.002511661284535343,"frozenset({'whole milk', 'napkins'})",2,"whole milk, napkins"
0.0020332496112905156,"frozenset({'napkins', 'other vegetables'})",2,"napkins, other vegetables"
0.0020332496112905156,"frozenset({'napkins', 'pastry'})",2,"napkins, pastry"
0.001674440856356895,"frozenset({'napkins', 'soda'})",2,"napkins, soda"
0.0014352350197344816,"frozenset({'napkins', 'rolls/buns'})",2,"napkins, rolls/buns"
0.001674440856356895,"frozenset({'napkins', 'yogurt'})",2,"napkins, yogurt"
0.001076426264800861,"frozenset({'napkins', 'shopping bags'})",2,"napkins, shopping bags"
0.001076426264800861,"frozenset({'napkins', 'citrus fruit'})",2,"napkins, citrus fruit"
0.001076426264800861,"frozenset({'misc. beverages', 'rolls/buns'})",2,"misc. beverages, rolls/buns"
0.001076426264800861,"frozenset({'whole milk', 'misc. beverages'})",2,"whole milk, misc. beverages"
0.001076426264800861,"frozenset({'hard cheese', 'rolls/buns'})",2,"hard cheese, rolls/buns"
0.001076426264800861,"frozenset({'hard cheese', 'yogurt'})",2,"hard cheese, yogurt"
0.001196029183112068,"frozenset({'specialty bar', 'soda'})",2,"specialty bar, soda"
0.001196029183112068,"frozenset({'whole milk', 'specialty bar'})",2,"whole milk, specialty bar"
0.001196029183112068,"frozenset({'specialty bar', 'rolls/buns'})",2,"specialty bar, rolls/buns"
0.002511661284535343,"frozenset({'margarine', 'soda'})",2,"margarine, soda"
0.0031096758760913766,"frozenset({'whole milk', 'margarine'})",2,"whole milk, margarine"
0.001076426264800861,"frozenset({'margarine', 'tropical fruit'})",2,"margarine, tropical fruit"
0.002392058366224136,"frozenset({'margarine', 'other vegetables'})",2,"margarine, other vegetables"
0.0028704700394689632,"frozenset({'margarine', 'rolls/buns'})",2,"margarine, rolls/buns"
0.001076426264800861,"frozenset({'margarine', 'pastry'})",2,"margarine, pastry"
0.0014352350197344816,"frozenset({'margarine', 'bottled water'})",2,"margarine, bottled water"
0.001674440856356895,"frozenset({'margarine', 'yogurt'})",2,"margarine, yogurt"
0.0014352350197344816,"frozenset({'margarine', 'root vegetables'})",2,"margarine, root vegetables"
0.001076426264800861,"frozenset({'margarine', 'shopping bags'})",2,"margarine, shopping bags"
0.0014352350197344816,"frozenset({'processed cheese', 'rolls/buns'})",2,"processed cheese, rolls/buns"
0.0014352350197344816,"frozenset({'salty snack', 'soda'})",2,"salty snack, soda"
0.0014352350197344816,"frozenset({'salty snack', 'other vegetables'})",2,"salty snack, other vegetables"
0.0013156321014232747,"frozenset({'root vegetables', 'salty snack'})",2,"root vegetables, salty snack"
0.001076426264800861,"frozenset({'whole milk', 'salty snack'})",2,"whole milk, salty snack"
0.0020332496112905156,"frozenset({'rolls/buns', 'salty snack'})",2,"rolls/buns, salty snack"
0.0013156321014232747,"frozenset({'salty snack', 'yogurt'})",2,"salty snack, yogurt"
0.0014352350197344816,"frozenset({'newspapers', 'bottled water'})",2,"newspapers, bottled water"
0.001674440856356895,"frozenset({'root vegetables', 'newspapers'})",2,"root vegetables, newspapers"
0.0044253079775146515,"frozenset({'whole milk', 'newspapers'})",2,"whole milk, newspapers"
0.0027508671211577563,"frozenset({'newspapers', 'other vegetables'})",2,"newspapers, other vegetables"
0.002392058366224136,"frozenset({'newspapers', 'soda'})",2,"newspapers, soda"
0.0013156321014232747,"frozenset({'whipped/sour cream', 'newspapers'})",2,"whipped/sour cream, newspapers"
0.00334888171271379,"frozenset({'newspapers', 'rolls/buns'})",2,"newspapers, rolls/buns"
0.0026312642028465494,"frozenset({'newspapers', 'yogurt'})",2,"newspapers, yogurt"
0.002272455447912929,"frozenset({'shopping bags', 'newspapers'})",2,"shopping bags, newspapers"
0.001794043774668102,"frozenset({'whole milk', 'cat food'})",2,"whole milk, cat food"
0.001076426264800861,"frozenset({'cat food', 'fruit/vegetable juice'})",2,"cat food, fruit/vegetable juice"
0.001196029183112068,"frozenset({'cat food', 'rolls/buns'})",2,"cat food, rolls/buns"
0.001076426264800861,"frozenset({'seasonal products', 'rolls/buns'})",2,"seasonal products, rolls/buns"
0.0020332496112905156,"frozenset({'whole milk', 'long life bakery product'})",2,"whole milk, long life bakery product"
0.0015548379380456883,"frozenset({'long life bakery product', 'rolls/buns'})",2,"long life bakery product, rolls/buns"
0.001076426264800861,"frozenset({'tropical fruit', 'long life bakery product'})",2,"tropical fruit, long life bakery product"
0.0013156321014232747,"frozenset({'long life bakery product', 'soda'})",2,"long life bakery product, soda"
0.0015548379380456883,"frozenset({'long life bakery product', 'yogurt'})",2,"long life bakery product, yogurt"
0.001196029183112068,"frozenset({'red/blush wine', 'soda'})",2,"red/blush wine, soda"
0.0013156321014232747,"frozenset({'pork', 'other vegetables'})",2,"pork, other vegetables"
0.001674440856356895,"frozenset({'pork', 'yogurt'})",2,"pork, yogurt"
0.0013156321014232747,"frozenset({'pork', 'rolls/buns'})",2,"pork, rolls/buns"
0.0013156321014232747,"frozenset({'whole milk', 'pork'})",2,"whole milk, pork"
0.002152852529601722,"frozenset({'uht-milk', 'other vegetables'})",2,"uht-milk, other vegetables"
0.0019136466929793087,"frozenset({'whole milk', 'uht-milk'})",2,"whole milk, uht-milk"
0.001076426264800861,"frozenset({'tropical fruit', 'uht-milk'})",2,"tropical fruit, uht-milk"
0.001076426264800861,"frozenset({'uht-milk', 'soda'})",2,"uht-milk, soda"
0.001076426264800861,"frozenset({'uht-milk', 'rolls/buns'})",2,"uht-milk, rolls/buns"
0.001076426264800861,"frozenset({'whole milk', 'ham'})",2,"whole milk, ham"
0.001196029183112068,"frozenset({'hygiene articles', 'rolls/buns'})",2,"hygiene articles, rolls/buns"
0.001196029183112068,"frozenset({'hygiene articles', 'other vegetables'})",2,"hygiene articles, other vegetables"
0.0013156321014232747,"frozenset({'whole milk', 'hygiene articles'})",2,"whole milk, hygiene articles"
0.001196029183112068,"frozenset({'beverages', 'soda'})",2,"beverages, soda"
0.0013156321014232747,"frozenset({'beverages', 'other vegetables'})",2,"beverages, other vegetables"
0.001196029183112068,"frozenset({'detergent', 'rolls/buns'})",2,"detergent, rolls/buns"
0.001076426264800861,"frozenset({'chewing gum', 'yogurt'})",2,"chewing gum, yogurt"
0.0013156321014232747,"frozenset({'chewing gum', 'other vegetables'})",2,"chewing gum, other vegetables"
0.001196029183112068,"frozenset({'chewing gum', 'rolls/buns'})",2,"chewing gum, rolls/buns"
0.001076426264800861,"frozenset({'pot plants', 'yogurt'})",2,"pot plants, yogurt"
